Identifier	Character	Dialogue	Filename	Line Number
epizod4_87766be9_1		Raz na parę lat na niebie pojawia się ogromny Zielony Smok. Do dzisiaj nie wiadomo skąd!	game/script.rpy	1351
epizod4_a496cc7f_1		Nikt też nie wie kiedy pojawi się ponownie. Raz pojawia się co roku, a czasem co pięć lat.	game/script.rpy	1352
epizod4_ba59e8f1_1		Wszyscy są jednak zgodni, że jest to wspaniałe zjawisko.	game/script.rpy	1353
epizod4_390b2820_1		Lia zastanawiała się czy legenda o Zielonym Smoku jest prawdziwa.	game/script.rpy	1354
epizod4_831fb1ce_1		Słyszała już tyle różnych wersji, że nie wiedziała co o tym sądzić.	game/script.rpy	1355
epizod4_bd373688_1		Jedno było pewne - Zielony Smok łączy się w jakiś sposób z ogromną wieżą stojącą w samym centrum królestwa.	game/script.rpy	1356
epizod4_b9d7538b_1		Ludzie mówią, że to jego dom i właśnie stamtąd wyrusza zwalczać wszelkie zagrożenia dla mieszkańców wyspy.	game/script.rpy	1357
epizod4_ad004798_1		Jednak nikt nie jest w stanie tego potwierdzić. Poza rodziną królewską nikt nigdy tam nie był.	game/script.rpy	1358
epizod4_d6dae4a7_1		Zresztą nawet oni niezbyt często się tam wybierają. Nie wiadomo kto i kiedy ją zbudował.	game/script.rpy	1359
epizod4_e60a67a8_1		Wiadomo jednak tyle, że chroni ona w jakiś sposób naszą wyspę. To dzięki niej nic z zewnątrz nie zagraża mieszkańcom.	game/script.rpy	1360
epizod4_42d3e405_1		Dlatego nie ma zbyt wielu chętnych do kwestionowania tych opowieści. Zamiast tego wszyscy wolą się bawić podczas Festiwalu Zielonego Smoka.	game/script.rpy	1361
epizod4_23eb5b2f_1		Jest on tak istotny dla naszej kultury, że nawet księżniczka Aurora i jej brat, książę Caius odwiedzają wtedy wszystkie miasteczka i wioski.	game/script.rpy	1362
epizod4_b0cf8ab5_1		A przynajmniej tak usłyszała od kilku gości w Tawernie.	game/script.rpy	1363
epizod4_1156415e_1		Nie mogła doczekać się tej wizyty. Słyszała, że księżniczka jest bardzo piękna...	game/script.rpy	1366
epizod4_bd2a4361_1		Lia zaczęła wolno spacerować i jednocześnie próbowała ją sobie wyobrazić...	game/script.rpy	1367
epizod4_441efdcb		Tak się zamyśliła, że w pewnym momencie na coś wpadła. Wylała przez to cały swój trunek!	game/script.rpy	1372
epizod4_f1262d92		Mocno zaskoczona Lia spostrzegła, że uderzyła w jakiegoś chłopaka!	game/script.rpy	1379
epizod4_0096308d	p1	Ojej, przepraszam! Zamyśliłam się...	game/script.rpy	1382
epizod4_bf672893	p5q	Hah, nic się nie stało! Sam byłem trochę nieuważny!	game/script.rpy	1386
epizod4_085df4f4		Zaskoczenie minęło, lecz mimo wszystko nie wiedziała co mu odpowiedzieć.	game/script.rpy	1389
epizod4_f8154d1d		Nieznajomy cały czas się uśmiechał. "Uroczy uśmiech" - pomyślała Lia	game/script.rpy	1390
epizod4_c6f9ac18	p5q	Także nie przejmuj się! Nie ma co płakać nad rozlanym piwem. Powiedziałbym nawet, że chyba jestem Ci jedno winny!	game/script.rpy	1391
epizod4_40a35d4c		Lia nie była do końca pewna co powiedzieć, ale w jakiś sposób nieznajomy ją zainteresował.	game/script.rpy	1392
epizod4_07f3fd79	p1	Oh, no nie wiem... Przecież nawet nie wiem jak się nazywasz!	game/script.rpy	1393
epizod4_d67e192d	p5q	Oj, mój błąd! Przepraszam, nazywam się Meamir!	game/script.rpy	1394
epizod4_6839f0f6	p5	A Ty jak? Zdradzisz mi swoje imię?	game/script.rpy	1396
epizod4_0d7bac5f	p1	Hah, a zdradzę - nazywam się Lia	game/script.rpy	1397
epizod4_f51d804c	p5	Ślicznie! Nie znałem wcześniej nikogo o takim imieniu!	game/script.rpy	1398
epizod4_e339b775	p5	To co, piwo?	game/script.rpy	1399
epizod4_bc74ccd1		Lia stwierdziła, że w sumie czemu nie. I tak nie miała nic konkretnego do roboty.	game/script.rpy	1400
epizod4_8fc9fb30	p1	No dobrze. Chodźmy!	game/script.rpy	1401
ep4piwo_a2cecbc5		Lia i Meamir dotarli do miejsca, w którym można było poczęstować się piwem.	game/script.rpy	1415
ep4piwo_34be5a23		W zasadzie było całkowicie darmowe, więc bardziej odebrała to jako miły gest.	game/script.rpy	1416
ep4piwo_84e59acc		Meamir nalał do pełna dwa kubki. Pierwszy podał Lii.	game/script.rpy	1417
ep4piwo_930e90d4	p5	Proszę bardzo, ten dla Ciebie.	game/script.rpy	1418
ep4piwo_11a33c52	p1	A dziękuję bardzo.	game/script.rpy	1419
ep4piwo_0d668f98		Dwójka wpatrywała się w siebie bez słowa, sącząc powoli swoje napoje.	game/script.rpy	1420
ep4piwo_5cc9ef30		"Uroczy jest" - Pomyślała Lia.	game/script.rpy	1421
ep4piwo_fce3251e		"Śliczna jest" - Pomyślał Meamir i jako pierwszy postanowił przerwać krótką ciszę.	game/script.rpy	1422
ep4piwo_b14f731f	p5	Hmm... jesteś stąd?	game/script.rpy	1423
ep4piwo_3d97b22c		"Dziwne pytanie" - pomyślała Lia - "Mógł się bardziej postarać, no ale dobra."	game/script.rpy	1426
ep4piwo_7d142147	p1	Hmm, nie do końca. Mieszkam co prawda niedaleko, ale nie dokładnie tutaj.	game/script.rpy	1427
ep4piwo_55d767f6	p5	A gdzie?	game/script.rpy	1428
ep4piwo_c80ee94e	p1	Eee, niedaleko - przy Tawernie na rozdrożach. Dlaczego pytasz?	game/script.rpy	1429
ep4piwo_88ab99ad	p5	Ah, wybacz, że tak dopytuję. Dopiero się wprowadziliśmy i poznaję okolicę.	game/script.rpy	1432
ep4piwo_fbfadff2	p1	Oo, nie wiedziałam, że ktoś się ma wprowadzić. Słyszałam, że nowy kowal ma być...	game/script.rpy	1433
ep4piwo_43d08ff0	p5	Hah, to właśnie my. Znaczy bardziej mój Ojciec.	game/script.rpy	1436
ep4piwo_29dd3f72	p5	O mnie zapewne nikt nie wspominał. Nie jestem zbytnio interesujący.	game/script.rpy	1439
ep4piwo_7d3878a6		"Nieprawda..." - pomyślała Lia.	game/script.rpy	1440
ep4piwo_5f5c6209	p1	Oj, nie przesadzaj. Na pewno nie jest tak źle! Zresztą kowal to istotne stanowisko!	game/script.rpy	1441
ep4piwo_53c8f62e	p1	Kilka osób nie mogło się już doczekać nowego, po tym jak poprzedni zniknął.	game/script.rpy	1442
ep4piwo_13d4449c	p5	Hmm, pewnie masz rację. No ale przynajmniej wiesz dlaczego zadaję tyle pytań.	game/script.rpy	1443
ep4piwo_9e0573fd	p5	Nie chciałem wyjść na wścibskiego. Po prostu jestem ciekaw co skrywa przede mną okolica.	game/script.rpy	1444
ep4piwo_c3673dd8	p1	Rozumiem. Byłam po prostu lekko zaskoczona! Więc... jak Ci się podoba nasza okolica?	game/script.rpy	1445
ep4piwo_6a3c6bd5	p5	Po dzisiejszym wieczorze na pewno znacznie bardziej!	game/script.rpy	1446
ep4piwo_431a5c78	p1	O, a to dlaczego? Stało się coś ciekawego?	game/script.rpy	1449
ep4piwo_66e0c692	p5	A nie wiem, całkiem możliwe. Wiesz, każdy dzień może przynieść coś nowego... coś bardzo interesującego.	game/script.rpy	1452
ep4piwo_1b01c7ec	p1	I mówisz, że ten właśnie coś takiego przyniósł?	game/script.rpy	1456
ep4piwo_494c04f8	p5	Dokładnie to mam na myśli.	game/script.rpy	1457
ep4piwo_ce6cd9a2	p1	Czyli co dokładnie?	game/script.rpy	1458
ep4piwo_1d892807	p5	Oj no, przecież wiesz.	game/script.rpy	1459
ep4piwo_53108a19	p1	Właśnie chyba nie do końca...	game/script.rpy	1462
ep4piwo_2b52aeb4	p5	Oj no! Nie bądź już taka skromna!	game/script.rpy	1463
ep4piwo_436e421d	p5	Cieszę się, że dzisiaj na siebie "wpadliśmy"! W innym wypadku nie miałbym chyba tutaj nic do roboty.	game/script.rpy	1466
ep4piwo_d57c9d2a	p1	Oh, to bardzo miłe. W sumie też się cieszę.	game/script.rpy	1469
ep4piwo_f4d14234	p1	Sama nie miałam pojęcia co będę tutaj robić...	game/script.rpy	1470
ep4piwo_c1ef77b6	p5	No widzisz! Hmm, chciałabyś może się jeszcze gdzieś przejść?	game/script.rpy	1471
ep4piwo_75590402	p1	Hmm, wiesz co... Bardzo chętnie, ale robi się już trochę późno. Powinnam wracać.	game/script.rpy	1474
ep4piwo_846a7686	p5	Oj no! Chcesz już uciekać? Przecież jeszcze nie jest tak późno! Zostań jeszcze trochę!	game/script.rpy	1477
ep4piwo_1db8847a	p1	Chciałabym, ale jeszcze muszę dotrzeć do domu - nie chcę, żeby rodzice się martwili!	game/script.rpy	1480
ep4piwo_ff31ab16	p5	Ah, no dobrze - rozumiem... To ostatnie pytanie - co porabiasz na co dzień, pomagasz w Tawernie?	game/script.rpy	1481
ep4piwo_bbcde551	p1	Hah, tak. A czemu pytasz?	game/script.rpy	1482
ep4piwo_6de4e260	p5	To w takim razie może się jutro zobaczymy. Ojciec wysyła mnie po jakieś rzeczy.	game/script.rpy	1483
ep4piwo_48910a5e	p1	Oo, to bardzo fajnie! Nie ma w takim razie czym się przejmować skoro jutro się zobaczymy.	game/script.rpy	1484
ep4piwo_e8c2b5af	p5	Może znajdziesz wtedy chwilkę na rozmowę, co?	game/script.rpy	1485
ep4piwo_582c7863	p1	A może, może... zobaczymy. A teraz uciekam, papa!	game/script.rpy	1488
ep4piwo_5baedbc9	p5	Dobrze, do zobaczenia!	game/script.rpy	1489
ep4piwo_b6ea5053		Lia uśmiechnęła się, pomachała i ruszyła w kierunku domu.	game/script.rpy	1491
ep4piwo_ae363ad5		W drodze powrotnej myślała o tym dniu. Nie sądziła, że tak nagle może wydarzyć się tyle interesujących rzeczy. Była ciekawa co przyniosą jej kolejne dni.	game/script.rpy	1493
epizod5_74b632b7		Gdy Lia otworzyła oczy, Słońce powoli podbijało niebo.	game/script.rpy	1517
epizod5_0d8228a9		Była wypoczęta, mimo że poszła spać dość późno jak na jej standardy.	game/script.rpy	1518
epizod5_27714c34		Nie usłyszała, żeby ktokolwiek ją budził lub wolał, ale mimo wszystko ubrała się i ruszyła w stronę kuchni.	game/script.rpy	1519
epizod5_a00e5038		Lia weszła do kuchni. Zauważyła, że już dawno po śniadaniu.	game/script.rpy	1527
epizod5_6e7f33a0		Czekała na nią tylko mała przekąska dla spóźnialskich. Zjadła ją i ruszyła w kierunku Głównej Sali.	game/script.rpy	1528
epizod5_f137daba		Gdy tam dotarła - zauważyła, że Ojciec już na nią czekał.	game/script.rpy	1535
epizod5_8e3c49ef	p3	Wreszcie jesteś. Muszę dziś zająć się kilkoma sprawami, więc będę później.	game/script.rpy	1536
epizod5_012ce2ee	p1	No dobrze.	game/script.rpy	1537
epizod5_2ea58d6e		Powiedziała Lia bez większego zdziwienia. Nie było to nic nadzwyczajnego.	game/script.rpy	1538
epizod5_2593d60d		Ojciec już wychodził, ale szybko się cofnął i powiedział jeszcze przed wyjściem:	game/script.rpy	1544
epizod5_150e42f1	p3	Aha, Lia - ktoś z namiotu przyjdzie po prowiant. Już zapłacili, więc po prostu wydaj im tę paczkę.	game/script.rpy	1548
epizod5_0bdae7e9		Powiedział Ojciec, po czym ruszył w swoim kierunku. Lia lekko się zamyśliła.	game/script.rpy	1551
epizod5_c31fc775		Kilkukrotnie widziała już tajemnicze osoby z namiotu, jednak do dzisiaj nie dowiedziała się kim oni są.	game/script.rpy	1552
epizod5_d257afc7		Przybyli kilka dni temu i rozstawili się obok Tawerny. Nie było w tym nic nadzwyczajnego - podróżnicy często tak robili.	game/script.rpy	1553
epizod5_b6f313dc		Tutaj kwestia dotyczyła bardziej aury, którą emanował ich namiot.	game/script.rpy	1554
epizod5_2570f21a		Wiecznie się czają. Czasem ktoś przyuważy jednego z nich w Wiosce.	game/script.rpy	1555
epizod5_eb74acf9		Czasami po prostu spacerują wzdłuż okolicznych dróg.	game/script.rpy	1556
epizod5_342da741		W Tawernie pojawiali się tylko po prowiant. Lia nigdy nie była w stanie przyjrzeć się ich twarzom. To wszystko przez te ich wielkie kaptury.	game/script.rpy	1557
epizod5_074a0ea2		Lia nie wiedziała do końca co o nich sądzić. W pewien sposób ją przerażali.	game/script.rpy	1558
epizod5_44ee68b0		Mimo wszystko Tata powiedział jej, że nie ma się czym martwić. Wkrótce pewnie znikną.	game/script.rpy	1559
epizod5_88a8a1fd		"Płacą dobrze to nie wypada ich niepokoić" - mówił ucinając jednocześnie temat.	game/script.rpy	1560
epizod5_6ca1b724		Lia mogła jedynie rozmyślać, lecz dźwięk zbliżających się gości zmusił ją do odłożenia tego na później.	game/script.rpy	1561
epizod5_1b95884e		Pierwsi goście powoli zaczęli napływać przez drzwi. Dzień w Tawernie oficjalnie się rozpoczął.	game/script.rpy	1562
epizod5_e072241b		Minęło kilka godzin gdy nagle spomiędzy gości wyłoniła się tajemnicza postać. Zbliżyła się ona do baru.	game/script.rpy	1571
epizod5_4b5f289b	tg1	Ja po prowiant.	game/script.rpy	1577
epizod5_5bf10445		Lia odruchowo skierowała wzrok w stronę paczki, chcąc podać ją mężczyźnie w kapturze.e	game/script.rpy	1578
epizod5_b3fbdeaa		Nie zdążyła się nawet schylić, gdyż enigmatyczny jegomość sam zdążył się obsłużyć kierując się jej wzrokiem.	game/script.rpy	1579
epizod5_c6f53973		Chwycił zgrabnie zamówione przedmioty i wyszedł tak samo powoli jak wcześniej wszedł.	game/script.rpy	1582
epizod5_2576e127		Lia lekko westchnęła, po czym wróciła do swojej pracy.	game/script.rpy	1583
epizod5_02f521b0		Lia stała tyłem do baru, gdy nagle zza pleców usłyszała znajomy głos.	game/script.rpy	1593
epizod5_bb500479	p5	Hej Lia! Dzień dobry!	game/script.rpy	1594
epizod5_d5bc22fd	p1	O, hej Meamir! Dzień dobry!	game/script.rpy	1600
epizod5_f7fa9065	p5	Jak Ci mija dzień?	game/script.rpy	1601
epizod5_07df179e	p1	Standardowo, nic ciekawego. A Tobie?	game/script.rpy	1602
epizod5_164ca68e	p5	To samo, nic ciekawego.	game/script.rpy	1603
epizod5_2209db65	p5	Robi się jednak coraz ciekawiej...	game/script.rpy	1610
epizod5_bca79a3a	p1	Znów się wygłupiasz!	game/script.rpy	1611
epizod5_727337d6	p5	No dobrze, dobrze... To ten, przyszedłem po zamówienie...	game/script.rpy	1614
epizod5_b4e0769a		Meamir jednak nie otrzymał szansy na zakończenie swojej wypowiedzi, gdyż za barem pojawił się ojciec Lii.	game/script.rpy	1615
epizod5_c28c8cea		Spojrzał na młodego chłopaka, zlustrował go dokładnie wzrokiem, po czym powiedział:	game/script.rpy	1624
epizod5_ad2358e2	p3	Meamir, tak? Miałeś być później.	game/script.rpy	1625
epizod5_1a96aae5	p5	Ah, tak to prawda. Udało mi się wyrobić trochę wcześniej...	game/script.rpy	1628
epizod5_add3557b	p3	Ha, no ładnie. No nic, zaraz wszystko przygotuję. Poczekaj chwilę.	game/script.rpy	1629
epizod5_bbb4614a		Młodzieńcom nie pozostało nic innego jak poczekać. Meamir postanowił wykorzystać ten moment na rozmowę.	game/script.rpy	1633
epizod5_3a2a12c1	p5	Wczoraj było bardzo przyjemnie... może dziś też chciałabyś gdzieś wyjść?	game/script.rpy	1641
epizod5_be0da87f	p5	Może spacer pod wieczór? Co myślisz?	game/script.rpy	1642
epizod5_9998f64e		Lia w duchu ucieszyła się z tej propozycji.	game/script.rpy	1643
epizod5_5ef5b1e7		Chyba wiedziała co chce odpowiedzieć.	game/script.rpy	1644
epizod5_165bc449	p1	Oh, właściwie czemu n...	game/script.rpy	1645
epizod5_d075987a		Nagle przerwała, gdyż usłyszała przerażający krzyk z zewnątrz. Nie była pewna co lub kto to był.	game/script.rpy	1652
epizod5_7854dbdb		Usłyszała zza pleców głos Ojca:	game/script.rpy	1653
epizod5_cb2f9c87		Gdy Lia otworzyła oczy, promienie Słońca powoli rozbijały zasłonę nocy.	game/script.rpy	1662
epizod5_627ca16c		Wciąż lekko zaspana, zaczęła się ogarniać.	game/script.rpy	1663
epizod5_9dcbc408		Zdążyła w tym czasie usłyszeć od mamy:	game/script.rpy	1664
epizod5_15108e1f	p2	No Lia! Szybko, szybko - śniadanie i do pracy!	game/script.rpy	1665
epizod5_66d1a05f		"A co niby robię?" - pomyślała Lia i po chwili ruszyła w kierunku kuchni.	game/script.rpy	1666
epizod5_5c8af5e2		Gdy Lia dotarła wreszcie do kuchni - rodzice kończyli już przygotowania do śniadania.	game/script.rpy	1676
epizod5_f22fb41f	p1	Dzień dobry.	game/script.rpy	1677
epizod5_42369af6		Powiedziała wchodząc. Ojciec tylko zerknął, a odpowiedziała Matka:	game/script.rpy	1678
epizod5_ba449018	p2	Dzień dobry Córko. Jak Ci minęła noc?	game/script.rpy	1679
epizod5_c2a8d490	p1	A jak miała minąć? Normalnie.	game/script.rpy	1680
epizod5_806bb45a		Matka widząc, że próba rozpoczęcia rozmowy spełza na niczym - nie podejmowała dalszych starań. Przynajmniej chwilowo...	game/script.rpy	1681
epizod5_c50a76f8		Rodzina jadła przez chwilę w całkowitej ciszy. Ojciec skończył pierwszy.	game/script.rpy	1682
epizod5_783f810b	p3	Dziękuję.	game/script.rpy	1683
epizod5_b5309935		Powiedział, po czym wyszedł z kuchni zająć się swoimi sprawami.	game/script.rpy	1684
epizod5_eda18461		Lia została sama z Mamą. Ta z kolei znów spróbowała zacząć rozmowę:	game/script.rpy	1686
epizod5_cdcb899c	p2	Słyszałam, że nowy kowal ma całkiem przystojnego syna.	game/script.rpy	1689
epizod5_69f64d10	p1	Hmm? I co w związku z tym?	game/script.rpy	1690
epizod5_180a6952		Powiedziała Lia, nie skupiając się zbytnio na tym co powiedziała Matka. Ciągle była gdzieś w swoim świecie - zamyślona.	game/script.rpy	1691
epizod5_4f1d71d5	p2	Może dziś go poznasz. Jego ojciec zamawiał jakieś rzeczy. Zakładam, że przyśle go aby to wszystko odebrał.	game/script.rpy	1692
epizod5_fed3e1ca	p1	Skoro trzeba to się z nim poznam.	game/script.rpy	1693
epizod5_084dad7c		Selene poddała się. Czuła w głosie swojej córki niechęć do jakiejkolwiek rozmowy.	game/script.rpy	1694
epizod5_0de0c6bb		Dokończyła swoje jedzenie i ruszyła ku wyjściu.	game/script.rpy	1695
epizod5_1bde46f4	p2	Kończ jedzenie i do pracy Młoda Damo!	game/script.rpy	1696
epizod5_8d730692		Lia odprowadziła wzrokiem Matkę, po czym skupiła się na dokończeniu swojej porcji.	game/script.rpy	1699
epizod5_a93e2451		Zrobiła to w kompletnej i uwielbianej przez nią ciszy, a następnie ruszyła w stronę Głównej Sali.	game/script.rpy	1700
epizod5_06512158		Po wejściu od razu zauważyła czekającego na nią Ojca. Bez dłuższej zwłoki powiedział:	game/script.rpy	1710
epizod5_61255bd0	p3	Lia - dziś przez chwilę muszę się czymś zająć, więc dołączę do Ciebie później.	game/script.rpy	1711
epizod5_012ce2ee_1	p1	No dobrze.	game/script.rpy	1712
epizod5_2ea58d6e_1		Powiedziała Lia bez większego zdziwienia. Nie było to nic nadzwyczajnego.	game/script.rpy	1713
epizod5_2593d60d_1		Ojciec już wychodził, ale szybko się cofnął i powiedział jeszcze przed wyjściem:	game/script.rpy	1716
epizod5_150e42f1_1	p3	Aha, Lia - ktoś z namiotu przyjdzie po prowiant. Już zapłacili, więc po prostu wydaj im tę paczkę.	game/script.rpy	1720
epizod5_0bdae7e9_1		Powiedział Ojciec, po czym ruszył w swoim kierunku. Lia lekko się zamyśliła.	game/script.rpy	1723
epizod5_c31fc775_1		Kilkukrotnie widziała już tajemnicze osoby z namiotu, jednak do dzisiaj nie dowiedziała się kim oni są.	game/script.rpy	1724
epizod5_d257afc7_1		Przybyli kilka dni temu i rozstawili się obok Tawerny. Nie było w tym nic nadzwyczajnego - podróżnicy często tak robili.	game/script.rpy	1725
epizod5_b6f313dc_1		Tutaj kwestia dotyczyła bardziej aury, którą emanował ich namiot.	game/script.rpy	1726
epizod5_2570f21a_1		Wiecznie się czają. Czasem ktoś przyuważy jednego z nich w Wiosce.	game/script.rpy	1727
epizod5_eb74acf9_1		Czasami po prostu spacerują wzdłuż okolicznych dróg.	game/script.rpy	1728
epizod5_342da741_1		W Tawernie pojawiali się tylko po prowiant. Lia nigdy nie była w stanie przyjrzeć się ich twarzom. To wszystko przez te ich wielkie kaptury.	game/script.rpy	1729
epizod5_074a0ea2_1		Lia nie wiedziała do końca co o nich sądzić. W pewien sposób ją przerażali.	game/script.rpy	1730
epizod5_44ee68b0_1		Mimo wszystko Tata powiedział jej, że nie ma się czym martwić. Wkrótce pewnie znikną.	game/script.rpy	1731
epizod5_88a8a1fd_1		"Płacą dobrze to nie wypada ich niepokoić" - mówił ucinając jednocześnie temat.	game/script.rpy	1732
epizod5_6ca1b724_1		Lia mogła jedynie rozmyślać, lecz dźwięk zbliżających się gości zmusił ją do odłożenia tego na później.	game/script.rpy	1733
epizod5_1b95884e_1		Pierwsi goście powoli zaczęli napływać przez drzwi. Dzień w Tawernie oficjalnie się rozpoczął.	game/script.rpy	1734
epizod5_e072241b_1		Minęło kilka godzin gdy nagle spomiędzy gości wyłoniła się tajemnicza postać. Zbliżyła się ona do baru.	game/script.rpy	1744
epizod5_4b5f289b_1	tg1	Ja po prowiant.	game/script.rpy	1749
epizod5_4d5f6366		Lia odruchowo skierowała wzrok w stronę paczki, chcąc podać ją mężczyźnie w kapturze.	game/script.rpy	1750
epizod5_b3fbdeaa_1		Nie zdążyła się nawet schylić, gdyż enigmatyczny jegomość sam zdążył się obsłużyć kierując się jej wzrokiem.	game/script.rpy	1751
epizod5_c6f53973_1		Chwycił zgrabnie zamówione przedmioty i wyszedł tak samo powoli jak wcześniej wszedł.	game/script.rpy	1754
epizod5_d60db1bd		Lia lekko westchnęła, po czym z powrotem wróciła do swojej pracy.	game/script.rpy	1755
epizod5_d46b1252		Lia stała tyłem do baru, gdy nagle zza pleców usłyszała przyjemny i interesujący głos:	game/script.rpy	1762
epizod5_52fcde8d	p5q	Dzień dobry! Hej!	game/script.rpy	1764
epizod5_f22fb41f_1	p1	Dzień dobry.	game/script.rpy	1765
epizod5_91939aad		Odpowiedziała Lia, lekko zdziwiona entuzjazmem nieznajomego.	game/script.rpy	1766
epizod5_9dac2427		Odwróciła się i zobaczyła młodego, dość przystojnego chłopaka. Ten od razu kontynuował:	game/script.rpy	1774
epizod5_3e3e3336	p5	Nazywam się Meamir! Przyszedłem po zamówienie mojego taty, znaczy się... Kowala.	game/script.rpy	1776
epizod5_485e25a7	p1	Oh, musisz chyba chwilkę poczekać. Mój tata spodziewał się Ciebie trochę później.	game/script.rpy	1777
epizod5_e60d3b6d	p5	Ah, rozumiem...	game/script.rpy	1778
epizod5_734022f7		Nastała chwila niezręcznej ciszy, którą spróbował przełamać Meamir	game/script.rpy	1779
epizod5_17d00c52	p5	Przepraszam, że pytam... Ale czy mógłbym poznać Twoje imię?	game/script.rpy	1784
epizod5_aa71a1ce	p1	Oh, przepraszam - nazywam się Lia. Powinnam się przedstawić...	game/script.rpy	1785
epizod5_baa12eee	p5	Nic się nie stało! Bardzo miło Cię poznać, śliczne imię!	game/script.rpy	1786
epizod5_69c58db4	p1	Dziękuję!	game/script.rpy	1787
epizod5_5a59482f		W trakcie wymieniania tych uprzejmości do pomieszczenia wszedł Zorn.	game/script.rpy	1791
epizod5_9b585f8c		Jego widok ostudził delikatnie gotujące się w pomieszczeniu emocje...	game/script.rpy	1795
epizod5_c28c8cea_1		Spojrzał na młodego chłopaka, zlustrował go dokładnie wzrokiem, po czym powiedział:	game/script.rpy	1802
epizod5_ad2358e2_1	p3	Meamir, tak? Miałeś być później.	game/script.rpy	1803
epizod5_1a96aae5_1	p5	Ah, tak to prawda. Udało mi się wyrobić trochę wcześniej...	game/script.rpy	1804
epizod5_add3557b_1	p3	Ha, no ładnie. No nic, zaraz wszystko przygotuję. Poczekaj chwilę.	game/script.rpy	1805
epizod5_bbb4614a_1		Młodzieńcom nie pozostało nic innego jak poczekać. Meamir postanowił wykorzystać ten moment na rozmowę.	game/script.rpy	1809
epizod5_79aa8c22	p5	Pomagasz codziennie w Tawernie?	game/script.rpy	1817
epizod5_e0d80270		Lia zerknęła na Meamira. Pomyślała, że miał całkiem uroczy uśmiech.	game/script.rpy	1818
epizod5_a9f4f2a8	p1	Tak. Pomagam, pracuję - w zasadzie głównie to robię.	game/script.rpy	1819
epizod5_77fffa73		Rozejrzała się, ale nie zauważyła żadnych potencjalnych gości. Mogła na chwilę oddać się rozmowie.	game/script.rpy	1820
epizod5_e49c07ce	p5	Od dawna tu mieszkasz?	game/script.rpy	1821
epizod5_441e59fb	p1	Całe życie w zasadzie... Dlaczego pytasz?	game/script.rpy	1822
epizod5_78623537	p5	Ah, wybacz. Dopiero się wprowadziliśmy, więc chciałbym zorientować się w nowej okolicy.	game/script.rpy	1825
epizod5_a6163fd1	p5	Mam nadzieję, że nie masz mi tego za złe...	game/script.rpy	1826
epizod5_9975a90a	p1	Nie! Bez obaw, tak tylko zapytałam... Nie pomyślałam w sumie, że możesz być ciekaw nowej okolicy - wybacz!	game/script.rpy	1831
epizod5_37aee81c	p5	Ah, to dobrze. Robisz coś jeszcze na co dzień?	game/script.rpy	1832
epizod5_933c011e	p1	Hmm. W zasadzie to niezbyt. Nie miewam za wiele konkretnych planów.	game/script.rpy	1833
epizod5_78f71a96	p5	Hmm, to tak sobie myślę. Może zechciałabyś wyjść ze mną na spacer? Pokazać okolicę czy coś...	game/script.rpy	1834
epizod5_672de50b		Lię zaskoczyła ta propozycja. Nigdy wcześniej takiej nie usłyszała.	game/script.rpy	1835
epizod5_82fd10c1		Początkowo nie była pewna co odpowiedzieć.	game/script.rpy	1836
epizod5_f814187d	p1	Oj, hmm. Ciężko mi powiedzieć, w sumie czemu...	game/script.rpy	1837
epizod5_d075987a_1		Nagle przerwała, gdyż usłyszała przerażający krzyk z zewnątrz. Nie była pewna co lub kto to był.	game/script.rpy	1844
epizod5_7854dbdb_1		Usłyszała zza pleców głos Ojca:	game/script.rpy	1845
epizod5_422d8d97	p3	Co tam się dzieje?	game/script.rpy	1855
epizod5_3590a0fb		Powiedział Ojciec wychodząc nagle z zaplecza. Przeraźliwy krzyk musiał dotrzeć nawet i tam.	game/script.rpy	1856
epizod5_94a05610	p3	Idę to sprawdzić.	game/script.rpy	1857
epizod5_38882753		Ojciec wartko wyruszył w kierunku drzwi. Za nim ruszyło kilku innych gości Tawerny oraz Meamir.	game/script.rpy	1860
epizod5_8f7473f1		Lia po kilku sekundach wahania pomknęła na zewnątrz. Ciekawość zwyciężyła...	game/script.rpy	1861
epizod6_2261581c		Wyglądało na to, że jacyś mężczyźni próbowali osaczyć dziewczynę.	game/script.rpy	1883
epizod6_dfacbf16	p3	Halo, co tu się dzieje? Co to ma znaczyć? 	game/script.rpy	1888
epizod6_b4089d38		Nieznajomi odruchowo zerknęli po sobie. Nie wyglądali jednak na takich, co mają ochotę tłumaczyć się komuś obcemu.	game/script.rpy	1889
epizod6_0edfee3d	b1	Nie Twój interes Elfie, wracaj do swoich spraw. Ta dziewczyna należy do nas!	game/script.rpy	1890
epizod6_e27ddfb0	p3	Należy do Was? Ganiając za tą biedną dziewczyną musieliście chyba mocno uderzyć się w głowę.	game/script.rpy	1891
epizod6_e4ab4788	p3	Osoba nie może być Waszą własnością, radzę...	game/script.rpy	1892
epizod6_4e6654f5	b2	Ja radzę Ci zamknąć ten niewyparzony ryj i nie wtrącać się w nie swoje sprawy kumplu.	game/script.rpy	1893
epizod6_6007b584	b1	Dokładnie! Siedź tam cicho, a my zabieramy dziewczynę...	game/script.rpy	1894
epizod6_d399806c		Jeden z nich ruszył w kierunku nieznajomej dziewczyny, ale gdy wyciągnął po nią rękę - czas jakby niespodziewanie się zatrzymał.	game/script.rpy	1895
